PLAYER_NAME,PLAYER_ID,TEAM_ID,GP,PTS,REB,AST,STL,BLK,FGM,FGA,FG_PCT,FTM,FTA,FT_PCT,FG3M,TOV
Jarrett Allen,1628386,1610612739,82,13.5,9.7,1.9,0.9,0.9,5.5,7.8,0.706,2.4,3.4,0.718,0.0,1.2
Jarrett Culver,1629633,1610612753,5,9.8,6.2,3.8,1.2,0.4,3.4,8.2,0.415,2.2,3.2,0.688,0.8,2.4
Jason Preston,1630554,1610612762,2,5.0,3.5,3.0,0.5,0.0,1.5,5.0,0.3,0.5,1.0,0.5,1.5,1.0
Javan Johnson,1641881,1610612757,2,6.5,2.5,0.5,0.5,0.5,2.5,5.5,0.455,0.0,0.0,0.0,1.5,1.0
Javante McCoy,1631322,1610612765,4,4.8,2.5,2.0,1.0,0.0,2.0,5.0,0.4,0.5,0.8,0.667,0.3,1.0
Javon Freeman-Liberty,1631241,1610612761,4,14.3,3.3,1.5,0.8,0.5,4.8,12.3,0.388,2.8,3.5,0.786,2.0,1.3
Javonte Green,1629750,1610612739,68,5.1,3.2,0.8,1.0,0.5,1.8,4.2,0.429,0.8,1.1,0.724,0.7,0.5
Javonte Smart,1630606,1610612741,5,6.2,0.6,2.8,1.0,0.2,1.8,5.6,0.321,1.4,1.8,0.778,1.2,1.6
Jaxson Hayes,1629637,1610612747,56,6.8,4.8,1.0,0.6,0.9,2.9,4.0,0.722,1.1,1.8,0.622,0.0,0.8
Jay Huff,1630643,1610612763,64,6.9,2.0,0.6,0.3,0.9,2.5,4.8,0.515,0.7,0.9,0.786,1.3,0.5
Jay Huff,1630643,1610612753,5,16.8,5.0,1.6,0.2,2.2,7.2,11.6,0.621,1.4,1.8,0.778,1.0,2.0
Jayce Johnson,1631384,1610612765,5,7.6,4.4,0.4,0.4,0.4,3.0,4.8,0.625,1.6,2.4,0.667,0.0,0.6
Jaykwon Walton,27794,1610612760,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Brown,1627759,1610612738,63,22.2,5.8,4.5,1.2,0.3,8.2,17.7,0.463,3.9,5.1,0.764,1.8,2.6
Jaylen Clark,1641740,1610612750,44,4.0,1.3,0.7,1.1,0.1,1.4,3.3,0.428,0.7,0.9,0.769,0.5,0.2
Jaylen Martin,1641798,1610612764,16,4.9,2.8,1.1,0.6,0.0,1.9,4.6,0.419,0.6,0.6,0.9,0.4,0.8
Jaylen Martin,1641798,1610612751,5,10.2,6.0,2.4,2.4,0.4,3.2,8.2,0.39,3.4,4.0,0.85,0.4,2.2
Jaylen Nowell,1629669,1610612740,8,8.4,2.5,2.3,0.1,0.5,3.3,9.1,0.356,0.9,1.4,0.636,1.0,1.0
Jaylen Sims,1631301,1610612766,6,7.0,1.0,2.0,0.5,0.2,2.0,4.7,0.429,2.0,2.5,0.8,1.0,1.3
Jaylen Sims,1631301,1610612755,6,2.8,1.5,0.7,0.0,0.2,0.7,1.2,0.571,0.8,1.2,0.714,0.7,0.3
Jaylen Wells,1642377,1610612763,87,10.7,3.4,1.7,0.6,0.1,3.7,8.8,0.424,1.5,1.8,0.839,1.8,0.9
Jaylin Galloway,1641945,1610612749,5,2.4,1.6,0.6,0.0,0.2,1.0,2.4,0.417,0.0,0.4,0.0,0.4,0.8
Jaylin Williams,1631119,1610612760,47,5.9,5.6,2.6,0.5,0.6,2.1,4.7,0.439,0.5,0.6,0.767,1.3,0.7
Jaylin Williams,1642444,1610612743,3,2.7,1.3,0.3,0.3,0.3,0.7,3.3,0.2,1.3,1.3,1.0,0.0,0.3
Jaylon Tyson,1642281,1610612739,52,4.7,2.5,1.3,0.4,0.1,1.8,3.8,0.47,0.6,0.7,0.833,0.5,0.8
Jayson Tatum,1628369,1610612738,72,26.8,8.7,6.0,1.1,0.5,9.2,20.3,0.452,5.0,6.1,0.814,3.5,2.9
Jayvon Graves,1630713,1610612739,3,5.0,3.3,1.0,0.3,0.3,1.7,5.3,0.313,1.3,2.0,0.667,0.3,0.3
Jazian Gortman,1641789,1610612742,21,3.7,0.9,1.2,0.3,0.0,1.3,3.0,0.438,0.3,0.5,0.7,0.7,1.0
Jeff Dowtin Jr.,1630288,1610612755,44,7.6,1.6,2.1,0.6,0.3,3.0,6.0,0.5,0.9,1.3,0.745,0.8,0.4
Jeff Green,201145,1610612745,32,5.4,1.8,0.6,0.2,0.1,1.9,3.8,0.504,0.7,0.8,0.808,0.9,0.3
Jerami Grant,203924,1610612757,47,14.4,3.5,2.1,0.9,1.0,4.6,12.2,0.373,3.0,3.5,0.849,2.3,1.4
Jeremiah Robinson-Earl,1630526,1610612740,66,6.3,4.8,1.3,0.6,0.1,2.4,5.3,0.455,0.7,0.8,0.836,0.8,0.8
Jeremy Sochan,1631110,1610612759,54,11.4,6.5,2.4,0.8,0.5,4.6,8.7,0.535,1.6,2.3,0.696,0.5,1.6
Jericho Sims,1630579,1610612749,53,1.8,3.7,0.6,0.2,0.4,0.8,1.3,0.634,0.2,0.2,0.615,0.0,0.6
Jermaine Samuels Jr.,1631257,1610612745,5,6.2,3.2,1.6,1.0,0.6,2.0,3.2,0.625,1.8,2.6,0.692,0.4,1.2
Jesse Edwards,1642399,1610612750,7,4.0,3.1,0.9,0.1,0.7,1.4,3.3,0.435,1.1,2.3,0.5,0.0,0.7
Jett Howard,1641724,1610612753,63,5.1,1.2,0.9,0.2,0.2,1.9,4.8,0.391,0.4,0.6,0.657,1.0,0.7
Jevon Carter,1628975,1610612741,36,4.3,1.1,1.1,0.4,0.1,1.5,4.1,0.377,0.2,0.3,0.8,1.0,0.3
Jimmy Butler III,202710,1610612744,55,17.5,5.4,5.4,1.4,0.3,5.5,10.9,0.504,6.0,7.1,0.842,0.6,1.3
Jimmy Whitt,1630307,1610612744,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
Jock Landale,1629111,1610612745,42,4.8,3.3,0.9,0.3,0.2,1.9,3.6,0.533,0.6,1.0,0.675,0.3,0.5
Joe Ingles,204060,1610612750,19,0.8,0.6,1.2,0.1,0.0,0.3,1.2,0.261,0.0,0.0,0.0,0.2,0.5
Joe Wieskamp,1630580,1610612750,5,4.2,1.2,0.0,0.0,0.0,1.4,2.2,0.636,0.6,0.8,0.75,0.8,0.2
Joel Embiid,203954,1610612755,19,23.8,8.2,4.5,0.7,0.9,7.4,16.6,0.444,7.8,8.9,0.882,1.2,3.3
Joey Hauser,1641792,1610612740,4,3.0,1.5,0.0,0.5,0.3,1.3,2.5,0.5,0.0,0.0,0.0,0.5,1.5
John Butler Jr.,1631219,1610612764,5,5.2,2.4,1.2,1.0,0.6,1.8,5.6,0.321,0.6,0.8,0.75,1.0,0.2
John Collins,1628381,1610612762,40,19.0,8.2,2.0,1.0,1.0,7.0,13.3,0.527,3.5,4.1,0.848,1.5,2.6
John Konchar,1629723,1610612763,46,2.4,3.3,0.9,0.7,0.3,0.9,2.0,0.451,0.2,0.2,0.875,0.5,0.3
Johnny Davis,1631098,1610612764,36,3.0,1.4,0.4,0.5,0.2,1.2,2.7,0.433,0.4,0.6,0.609,0.3,0.2
Johnny Furphy,1642277,1610612754,54,2.9,1.8,0.4,0.5,0.3,1.0,2.7,0.377,0.4,0.5,0.828,0.5,0.4
Johnny Juzang,1630548,1610612762,64,8.9,2.9,1.1,0.6,0.1,3.2,7.4,0.429,0.7,0.8,0.849,1.8,0.6
Joirdon Nicholas,1642053,1610612747,2,2.5,1.5,0.5,0.0,1.0,1.0,3.5,0.286,0.5,2.0,0.25,0.0,1.0
Jonas Valančiūnas,202685,1610612758,81,10.4,7.7,2.0,0.5,0.6,4.3,7.7,0.55,1.8,2.0,0.879,0.1,1.5
Jonathan Isaac,1628371,1610612753,71,5.4,4.4,0.6,0.9,1.1,1.9,4.6,0.414,1.0,1.5,0.682,0.5,0.5
Jonathan Kuminga,1630228,1610612744,47,15.3,4.6,2.2,0.8,0.4,5.5,12.1,0.454,3.3,5.0,0.668,1.0,1.5
Jonathan Mogbo,1642367,1610612761,65,6.1,4.9,2.3,0.9,0.5,2.4,5.6,0.44,0.9,1.3,0.726,0.3,1.1
Jordan Bowden,1630275,1610612737,3,13.3,3.7,2.3,1.7,0.0,4.0,10.3,0.387,3.3,3.7,0.909,2.0,0.7
Jordan Clarkson,203903,1610612762,37,16.2,3.2,3.7,0.8,0.2,5.4,13.3,0.408,3.1,3.9,0.797,2.3,2.3
Jordan Ford,1630259,1610612740,5,15.0,3.0,3.6,0.2,0.2,5.8,11.0,0.527,1.2,1.2,1.0,2.2,1.8
Jordan Goodwin,1630692,1610612747,29,5.6,3.9,1.4,1.0,0.4,2.2,5.0,0.438,0.3,0.4,0.818,0.9,0.9
Jordan Hall,1631160,1610612740,4,6.5,4.0,1.8,1.5,1.0,2.3,4.8,0.474,0.5,1.0,0.5,1.5,1.3
Jordan Hawkins,1641722,1610612740,61,11.0,2.9,1.2,0.6,0.4,3.7,10.1,0.363,1.7,2.1,0.811,1.9,1.3
Jordan McLaughlin,1629162,1610612759,46,2.1,0.7,1.1,0.3,0.0,0.7,1.6,0.431,0.4,0.5,0.773,0.4,0.3
Jordan Miller,1641757,1610612746,42,6.6,1.9,1.1,0.6,0.2,2.3,4.9,0.473,1.5,1.9,0.802,0.5,0.9
Jordan Poole,1629673,1610612764,68,20.5,3.0,4.5,1.3,0.4,6.7,15.5,0.432,3.6,4.0,0.883,3.5,3.0
Jordan Tucker,1630733,1610612755,5,7.4,1.2,0.4,0.2,0.8,2.4,4.6,0.522,0.8,0.8,1.0,1.8,0.6
Jordan Walsh,1641775,1610612738,57,2.2,1.8,0.5,0.3,0.3,0.8,2.4,0.333,0.3,0.5,0.552,0.3,0.5
Jose Alvarado,1630631,1610612740,56,10.3,2.4,4.6,1.3,0.3,3.6,9.3,0.392,1.1,1.3,0.811,2.0,1.5
Joseph Girard III,1642476,1610612761,2,3.5,2.5,1.5,0.5,0.0,1.0,4.5,0.222,1.0,1.0,1.0,0.5,0.0
Josh Bannan,1642483,1610612746,5,3.6,4.4,0.6,0.2,0.0,1.2,3.2,0.375,1.2,1.6,0.75,0.0,1.2
Josh Christopher,1630528,1610612748,22,7.2,1.6,1.1,0.9,0.3,2.6,5.5,0.467,1.0,1.1,0.917,1.0,0.9
Josh Giddey,1630581,1610612741,70,14.6,8.1,7.2,1.2,0.6,5.3,11.4,0.465,2.5,3.2,0.781,1.5,2.9
Josh Green,1630182,1610612766,68,7.4,2.5,1.6,1.1,0.2,2.6,6.2,0.428,0.7,1.1,0.681,1.4,1.0
Josh Hart,1628404,1610612752,77,13.6,9.6,5.9,1.5,0.4,5.2,10.0,0.525,2.1,2.7,0.776,1.1,2.1
Josh Minott,1631169,1610612750,51,3.9,1.6,0.5,0.4,0.3,1.4,2.9,0.473,0.8,0.9,0.872,0.4,0.4
Josh Oduro,1642490,1610612740,2,4.0,6.0,3.0,0.0,0.5,2.0,6.5,0.308,0.0,0.5,0.0,0.0,2.5
Josh Okogie,1629006,1610612766,40,7.1,2.8,0.8,1.2,0.5,2.4,5.3,0.443,1.6,2.1,0.741,0.8,0.8
Josh Richardson,1626196,1610612748,8,4.0,1.5,1.5,1.0,0.1,1.4,4.8,0.289,0.5,0.5,1.0,0.8,1.0
Josiah-Jordan James,1631249,1610612754,3,1.0,3.7,1.0,1.0,0.3,0.3,2.7,0.125,0.0,0.0,0.0,0.3,0.3
Jourdan Smith,1642495,1610612765,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrue Holiday,201950,1610612738,62,11.1,4.3,3.9,1.1,0.4,4.1,9.2,0.443,1.1,1.2,0.909,1.7,1.2
Judah Mintz,1641758,1610612755,8,9.5,1.1,1.5,1.3,0.0,2.5,5.3,0.476,4.4,5.5,0.795,0.1,1.5
Jules Bernard,1631262,1610612764,5,12.6,4.6,1.4,0.0,0.0,3.4,8.4,0.405,3.8,4.6,0.826,2.0,1.8
Julian Champagnie,1630577,1610612759,82,9.9,3.9,1.4,0.7,0.4,3.4,8.1,0.415,1.0,1.1,0.904,2.2,0.9
Julian Phillips,1641763,1610612741,83,5.1,2.3,0.5,0.6,0.3,1.7,4.0,0.441,0.9,1.2,0.771,0.7,0.4
Julian Strawther,1631124,1610612743,67,9.6,2.2,1.3,0.6,0.3,3.4,7.9,0.432,1.3,1.6,0.8,1.5,1.0
Julius Randle,203944,1610612750,69,18.7,7.1,4.7,0.7,0.2,6.6,13.6,0.485,3.9,4.9,0.806,1.6,2.8
Justin Champagnie,1630551,1610612764,66,9.0,5.7,1.0,1.1,0.7,3.5,6.8,0.515,0.8,1.2,0.684,1.2,1.0
Justin Edwards,1642348,1610612755,52,9.7,3.3,1.6,1.0,0.4,3.8,8.4,0.452,0.7,1.0,0.698,1.4,1.2
Justin Lewis,1631171,1610612752,4,5.5,3.5,0.0,0.0,0.0,1.5,2.8,0.545,1.8,1.8,1.0,0.8,0.0
Justin Minaya,1631303,1610612757,23,2.3,1.0,0.6,0.6,0.2,0.9,1.8,0.476,0.1,0.3,0.5,0.4,0.3
Justin Moore,27803,1610612749,3,0.0,0.7,0.7,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Jusuf Nurkić,203994,1610612766,51,8.9,7.8,2.3,0.8,0.7,3.3,6.9,0.477,1.7,2.5,0.664,0.6,1.9
KJ Jones II,1642428,1610612751,1,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0
KJ Martin,1630231,1610612762,43,6.4,2.9,1.1,0.4,0.5,2.6,4.7,0.552,0.9,1.1,0.787,0.3,0.6
KJ Simpson,1642354,1610612766,36,7.8,3.0,3.1,0.9,0.2,2.9,8.4,0.346,1.1,1.4,0.82,0.9,1.6
KJ Williams,1642105,1610612760,6,6.0,5.3,0.5,0.5,0.5,2.0,6.0,0.333,1.2,1.7,0.7,0.8,1.2
Kai Jones,1630539,1610612742,40,5.0,3.1,0.6,0.4,0.6,2.2,2.7,0.798,0.6,0.8,0.719,0.0,0.5
Kaiser Gates,1629232,1610612753,2,5.5,1.5,1.5,2.0,0.0,1.5,5.0,0.3,1.0,1.0,1.0,1.5,0.5
Kamani Johnson,1642492,1610612752,1,2.0,7.0,0.0,0.0,1.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0
Kameron Hankerson,1631410,1610612765,2,2.5,0.5,0.0,0.0,0.0,1.0,2.5,0.4,0.0,0.0,0.0,0.5,0.0
Karl-Anthony Towns,1626157,1610612752,72,24.4,12.8,3.1,1.0,0.7,8.9,16.9,0.526,4.7,5.7,0.829,2.0,2.7
Karlo Matković,1631255,1610612740,46,8.0,4.9,1.2,0.5,1.0,3.3,5.7,0.582,0.9,1.1,0.788,0.5,1.2
Kawhi Leonard,202695,1610612746,37,21.5,5.9,3.1,1.6,0.5,8.4,16.8,0.498,2.6,3.3,0.81,2.1,1.9
Keaton Wallace,1630811,1610612737,36,6.7,1.8,3.1,1.1,0.3,2.5,5.9,0.421,0.6,0.8,0.75,1.1,1.3
Keegan Murray,1631099,1610612758,76,12.4,6.7,1.4,0.8,0.9,4.8,10.8,0.444,0.8,0.9,0.833,2.0,0.8
Keion Brooks Jr.,1631232,1610612740,18,10.1,4.0,1.0,0.6,0.9,3.5,7.7,0.453,2.2,2.7,0.833,0.8,0.8
Kel'el Ware,1642276,1610612748,72,10.3,7.5,1.0,0.6,1.2,4.4,7.8,0.559,1.0,1.4,0.683,0.5,1.0
Keldon Johnson,1629640,1610612759,77,12.7,4.8,1.6,0.6,0.3,4.8,10.0,0.482,1.9,2.5,0.773,1.1,1.0
Kelly Olynyk,203482,1610612740,44,8.7,4.7,2.9,0.8,0.4,3.0,6.1,0.5,1.9,2.5,0.769,0.8,1.7
Kelly Oubre Jr.,1626162,1610612755,60,15.1,6.1,1.8,1.5,0.5,5.8,12.4,0.47,2.3,3.1,0.751,1.2,1.3
Kenan Blackshear,27774,1610612758,2,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Kendall Brown,1631112,1610612754,5,9.6,3.2,2.2,0.2,0.8,3.4,8.2,0.415,2.4,3.4,0.706,0.4,2.4
Kendric Davis,1630660,1610612757,3,3.0,1.7,3.3,1.3,0.0,0.7,3.3,0.2,1.3,2.0,0.667,0.3,1.7
Kennedy Chandler,1631113,1610612757,5,12.8,5.8,2.8,0.6,0.2,5.2,10.0,0.52,2.2,3.4,0.647,0.2,1.4
Kenneth Lofton Jr.,1631254,1610612762,6,8.7,3.8,2.3,1.3,0.5,2.8,8.0,0.354,2.5,4.0,0.625,0.5,2.8
Kenrich Williams,1629026,1610612760,69,6.3,3.5,1.4,0.6,0.1,2.5,5.1,0.483,0.4,0.6,0.718,1.0,0.6
Kentavious Caldwell-Pope,203484,1610612763,77,8.7,2.2,1.8,1.3,0.4,3.1,7.1,0.439,1.1,1.2,0.863,1.5,0.8
Keon Ellis,1631165,1610612758,83,8.5,2.7,1.6,1.5,0.8,2.9,6.0,0.483,0.9,1.1,0.846,1.7,1.0
Keon Johnson,1630553,1610612751,84,10.9,3.8,2.4,1.1,0.4,3.9,10.0,0.395,1.5,1.9,0.759,1.6,1.5
Keshad Johnson,1642352,1610612748,22,5.1,2.7,0.5,0.6,0.5,1.9,3.4,0.56,0.9,1.4,0.633,0.5,0.4
Keshawn Justice,1641864,1610612762,5,5.6,3.4,1.4,1.2,0.2,2.2,6.8,0.324,0.0,0.0,0.0,1.2,0.6
Kessler Edwards,1630556,1610612742,40,4.2,2.9,1.1,0.5,0.5,1.7,3.4,0.496,0.3,0.3,0.923,0.6,0.4
Keve Aluma,1630653,1610612755,8,9.8,5.4,0.8,0.5,0.8,4.0,6.4,0.627,0.9,1.1,0.778,0.9,1.5
Kevin Cross Jr.,27779,1610612766,3,1.0,1.0,1.0,0.0,0.0,0.3,1.0,0.333,0.0,0.0,0.0,0.3,0.0
Kevin Durant,201142,1610612756,62,26.6,6.0,4.2,0.8,1.2,9.5,18.1,0.527,4.9,5.8,0.839,2.6,3.1
Kevin Huerter,1628989,1610612741,69,9.9,3.0,2.3,1.0,0.3,3.7,8.8,0.425,0.5,0.7,0.714,1.9,1.0
Kevin Knox II,1628995,1610612744,20,7.1,3.0,0.8,0.3,0.5,2.5,5.2,0.481,1.3,1.6,0.781,0.9,0.5
Kevin Love,201567,1610612748,23,5.3,4.1,1.0,0.7,0.2,1.8,5.0,0.357,0.7,1.0,0.696,1.0,0.6
Kevin McCullar Jr.,1641755,1610612752,4,1.5,2.0,0.5,0.3,0.3,0.5,1.8,0.286,0.5,0.5,1.0,0.0,0.0
Kevin Obanor,1641893,1610612740,3,2.3,2.7,0.3,0.0,0.3,0.7,1.3,0.5,1.0,2.0,0.5,0.0,1.3
Kevin Porter Jr.,1629645,1610612749,75,10.3,3.7,3.4,1.1,0.2,3.9,8.7,0.449,1.7,2.3,0.769,0.7,1.8
Kevon Harris,1630284,1610612763,2,3.0,2.0,2.5,0.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0
Kevon Looney,1626172,1610612744,76,4.5,6.1,1.6,0.6,0.5,1.9,3.7,0.514,0.7,1.3,0.566,0.0,0.5
Keyontae Johnson,1641749,1610612760,7,9.7,6.1,3.3,0.7,0.4,3.6,8.9,0.403,2.6,3.4,0.75,0.0,2.7
Keyonte George,1641718,1610612762,69,17.2,3.8,5.6,0.7,0.1,5.4,13.8,0.391,3.8,4.6,0.826,2.6,2.8
Khalid Moore,1641940,1610612751,1,5.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
Khris Middleton,203114,1610612764,37,11.9,3.7,4.1,0.9,0.2,4.3,9.1,0.475,1.9,2.3,0.857,1.3,1.5
Kihei Clark,1642128,1610612749,3,1.0,0.3,0.3,0.0,0.0,0.3,0.3,1.0,0.3,1.3,0.25,0.0,0.3
Killian Hayes,1630165,1610612751,6,9.0,3.0,5.2,0.7,0.7,3.0,7.2,0.419,1.7,2.0,0.833,1.3,1.5
Killian Tillie,1629681,1610612738,5,8.4,3.8,0.6,0.4,1.0,3.2,6.6,0.485,0.6,0.8,0.75,1.4,0.8
Kira Lewis Jr.,1630184,1610612745,5,4.6,2.6,1.0,0.4,0.0,1.8,5.6,0.321,0.6,0.8,0.75,0.4,1.8
Klay Thompson,202691,1610612742,72,14.0,3.4,2.0,0.7,0.4,5.0,12.2,0.412,0.9,1.0,0.905,3.0,1.2
Kobe Brown,1641738,1610612746,45,3.6,2.0,1.0,0.2,0.2,1.4,3.0,0.474,0.5,0.7,0.767,0.2,0.5
Kobe Bufkin,1641723,1610612737,10,5.3,2.1,1.7,0.3,0.2,1.8,4.7,0.383,1.3,1.8,0.722,0.4,0.8
Kok Yat,1631236,1610612750,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Dunn,1627739,1610612746,74,6.4,3.4,2.8,1.7,0.4,2.6,5.9,0.439,0.2,0.3,0.682,1.0,1.0
Kris Murray,1631200,1610612757,74,4.6,2.9,1.1,0.5,0.3,1.8,4.5,0.408,0.4,0.9,0.5,0.5,0.7
Kristaps Porziņģis,204001,1610612738,42,19.5,6.8,2.1,0.7,1.5,6.6,13.7,0.483,3.8,4.7,0.809,2.5,1.3
Kyle Anderson,203937,1610612748,61,5.9,3.4,2.4,0.7,0.5,2.3,5.0,0.469,0.8,1.1,0.738,0.4,0.6
Kyle Castlin,1629959,1610612763,3,0.0,1.3,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Filipowski,1642271,1610612762,80,9.7,6.1,1.9,0.7,0.3,3.7,7.5,0.489,1.3,2.0,0.656,1.1,1.5
Kyle Kuzma,1628398,1610612749,65,14.8,5.7,2.3,0.6,0.3,5.7,13.0,0.436,2.0,3.1,0.634,1.5,2.2
Kyle Lowry,200768,1610612755,35,3.9,1.9,2.7,0.9,0.3,1.2,3.3,0.35,0.8,0.9,0.818,0.8,0.6
Kyle Mangas,1630667,1610612747,1,6.0,3.0,0.0,0.0,0.0,2.0,5.0,0.4,2.0,2.0,1.0,0.0,0.0
Kylor Kelley,1630283,1610612740,11,3.1,3.5,0.5,0.1,0.3,1.3,2.0,0.636,0.5,0.9,0.6,0.0,0.4
Kylor Kelley,1630283,1610612760,7,4.7,6.4,0.7,0.0,1.3,2.3,4.0,0.571,0.1,0.3,0.5,0.0,0.4
Kyrie Irving,202681,1610612742,50,24.7,4.8,4.6,1.3,0.5,8.9,18.9,0.473,3.9,4.3,0.916,2.9,2.2
Kyshawn George,1642273,1610612764,73,8.7,4.2,2.5,1.0,0.7,3.0,7.9,0.379,1.1,1.4,0.755,1.7,1.6
LaMelo Ball,1630163,1610612766,47,25.2,4.9,7.4,1.1,0.3,8.6,21.3,0.405,4.1,4.9,0.843,3.8,3.6
Lamar Stevens,1630205,1610612763,17,4.4,2.2,0.5,0.3,0.2,1.7,3.7,0.46,0.5,0.6,0.727,0.5,0.6
Landry Shamet,1629013,1610612752,50,5.7,1.2,0.5,0.5,0.0,2.1,4.6,0.461,0.2,0.4,0.667,1.2,0.4
Larry Nance Jr.,1626204,1610612737,24,8.5,4.3,1.6,0.8,0.5,3.3,6.5,0.516,0.4,0.5,0.692,1.4,0.7
Lauri Markkanen,1628374,1610612762,47,19.0,5.9,1.5,0.7,0.4,6.3,14.9,0.423,3.4,3.9,0.876,2.9,1.4
LeBron James,2544,1610612747,70,24.4,7.8,8.2,1.0,0.6,9.3,18.1,0.513,3.7,4.7,0.782,2.1,3.7
Leaky Black,1641778,1610612766,8,3.4,4.4,1.8,1.3,0.5,1.3,3.8,0.333,0.4,0.4,1.0,0.5,0.9
Leonard Miller,1631159,1610612750,18,5.6,2.9,0.5,0.6,0.3,2.2,4.6,0.488,0.8,1.0,0.778,0.3,0.4
Lester Quinones,1631311,1610612740,13,6.6,1.5,1.8,0.2,0.2,2.4,6.0,0.397,0.8,1.0,0.846,1.0,1.1
Liam Robbins,1641857,1610612749,13,0.7,0.9,0.2,0.2,0.2,0.2,0.6,0.25,0.4,0.8,0.5,0.0,0.5
Lindy Waters III,1630322,1610612765,52,4.9,2.1,1.0,0.5,0.2,1.8,4.8,0.369,0.2,0.2,0.727,1.2,0.4
Logan Johnson,1641991,1610612756,3,2.7,1.7,0.3,0.3,0.3,1.0,2.0,0.5,0.7,0.7,1.0,0.0,1.0
Lonnie Walker IV,1629022,1610612755,20,12.4,3.2,2.5,0.5,0.3,4.5,10.6,0.42,1.2,1.5,0.8,2.3,1.3
Lonzo Ball,1628366,1610612741,35,7.6,3.4,3.3,1.3,0.5,2.5,6.9,0.366,0.6,0.8,0.815,1.9,1.2
Lucas Williamson,1631351,1610612763,3,1.0,0.0,0.0,0.7,0.0,0.3,2.0,0.167,0.0,0.0,0.0,0.3,0.0
Luguentz Dort,1629652,1610612760,71,10.1,4.1,1.6,1.1,0.5,3.6,8.4,0.435,0.5,0.6,0.717,2.4,0.7
Luka Dončić,1629029,1610612747,50,28.2,8.2,7.7,1.8,0.4,9.2,20.5,0.45,6.2,7.9,0.782,3.5,3.6
Luka Garza,1630568,1610612750,39,3.5,1.4,0.3,0.2,0.1,1.3,2.7,0.495,0.6,0.9,0.686,0.3,0.3
Luke Avdalovic,1641988,1610612759,5,4.6,1.0,0.4,0.0,0.2,1.4,4.4,0.318,0.6,0.6,1.0,1.2,0.6
Luke Kennard,1628379,1610612763,65,8.9,2.8,3.3,0.8,0.1,3.2,6.6,0.478,0.8,0.9,0.895,1.7,1.1
Luke Kornet,1628436,1610612738,73,6.0,5.3,1.6,0.5,1.0,2.6,3.8,0.668,0.9,1.3,0.691,0.0,0.4
Luke Travers,1631247,1610612739,16,2.8,2.4,1.0,0.4,0.2,1.1,2.9,0.383,0.6,0.6,0.9,0.0,1.1
Mac McClung,1630644,1610612753,2,0.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Makhtar Gueye,1642474,1610612737,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Flynn,1630201,1610612766,4,4.0,1.8,1.8,0.8,0.0,1.3,3.3,0.385,1.3,1.5,0.833,0.3,1.0
Malaki Branham,1631103,1610612759,47,5.0,1.1,0.8,0.2,0.0,1.9,4.0,0.458,0.6,0.7,0.818,0.7,0.7
Malcolm Brogdon,1627763,1610612764,24,12.7,3.8,4.1,0.5,0.2,4.3,10.0,0.433,3.4,3.8,0.88,0.7,1.6
Malevy Leons,27791,1610612760,6,5.0,2.7,0.5,1.2,0.5,1.5,3.3,0.45,1.5,2.0,0.75,0.5,0.8
Malevy Leons,1642502,1610612760,6,0.3,0.5,0.2,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.5,0.0,0.2
Malik Beasley,1627736,1610612765,82,16.3,2.6,1.7,0.9,0.1,5.6,13.1,0.43,1.2,1.7,0.679,3.9,1.0
Malik Hall,27780,1610612766,3,2.0,0.3,0.3,0.0,0.0,1.0,1.3,0.75,0.0,0.0,0.0,0.0,0.3
Malik Monk,1628370,1610612758,65,17.2,3.8,5.6,0.9,0.6,6.3,14.4,0.439,2.4,2.7,0.865,2.1,2.4
Malik Osborne,1631302,1610612756,3,1.7,2.7,0.0,0.0,0.0,0.7,1.0,0.667,0.0,0.0,0.0,0.3,0.0
Mantas Rubstavicius,1642388,1610612744,6,5.8,2.0,1.3,0.5,0.2,1.7,5.0,0.333,1.8,2.3,0.786,0.7,1.5
